data,temp_min,temp_max,temp_media,precipitacao
1970-10-22 00:00:00, 21.6, 32.3, 26.56, 0.0
1970-10-23 00:00:00, 21.2, 33.2, 26.36, 0.0
1970-10-24 00:00:00, 22.2, 33.4, 26.84, 0.0
1970-10-25 00:00:00, 22.0, 33.7, 27.62, 0.0
1970-10-26 00:00:00, 22.7, 34.5, 27.86, 0.0
1970-10-27 00:00:00, 22.0, 33.8, 27.64, 0.0
1970-10-28 00:00:00, 21.2, 35.0, 27.76, 0.0
1970-10-29 00:00:00, 24.0, 36.9, 29.0, 0.0
1970-10-30 00:00:00, 21.4, 35.7, 28.04, 0.0
1970-10-31 00:00:00, 23.4, 33.4, 27.18, 0.0
1970-11-01 00:00:00, 23.8, 33.5, 27.52, 0.0
1970-11-02 00:00:00, 22.9, 32.7, 27.08, 0.0
1970-11-03 00:00:00, 23.6, 33.0, 27.46, 0.0
1970-11-04 00:00:00, 24.0, 33.5, 28.06, 0.0
1970-11-05 00:00:00, 23.9, 33.2, 27.7, 0.0
1970-11-06 00:00:00, 22.6, 36.4, 28.26, 0.0
1970-11-07 00:00:00, 24.1, 33.0, 27.66, 0.0
1970-11-08 00:00:00, 24.8, 31.8, 27.2, 0.0
1970-11-09 00:00:00, 23.4, 31.8, 26.92, 0.0
1970-11-10 00:00:00, 22.8, 32.5, 26.84, 0.0
1970-11-11 00:00:00, 22.3, 32.9, 27.14, 0.0
1970-11-12 00:00:00, 22.6, 35.3, 28.66, 0.0
1970-11-13 00:00:00, 24.2, 34.6, 28.42, 0.0
1970-11-14 00:00:00, 24.1, 33.5, 28.06, 0.0
1970-11-15 00:00:00, 23.4, 33.0, 27.64, 0.0
1970-11-16 00:00:00, 23.3, 32.6, 27.68, 0.0
1970-11-17 00:00:00, 23.9, 32.8, 27.64, 0.4
1970-11-18 00:00:00, 24.6, 34.6, 27.8, 0.0
1970-11-19 00:00:00, 23.3, 34.2, 27.74, 0.0
1970-11-20 00:00:00, 24.2, 34.6, 28.46, 0.0
1970-11-21 00:00:00, 23.2, 32.2, 25.72, 0.0
1970-11-22 00:00:00, 19.4, 34.0, 27.02, 0.0
1970-11-23 00:00:00, 23.7, 34.2, 28.06, 0.0
1970-11-24 00:00:00, 22.1, 35.2, 27.98, 0.0
1970-11-25 00:00:00, 23.5, 33.8, 27.5, 0.0
1970-11-26 00:00:00, 22.4, 33.4, 26.98, 0.0
1970-11-27 00:00:00, 22.6, 33.4, 27.64, 0.0
1970-11-28 00:00:00, 24.2, 34.3, 28.2, 0.0
1970-11-29 00:00:00, 23.1, 34.6, 28.34, 0.0
1970-11-30 00:00:00, 22.8, 34.2, 27.88, 0.0
1970-12-01 00:00:00, 21.8, 33.5, 27.06, 0.0
1970-12-02 00:00:00, 21.3, 33.0, 27.02, 0.0
1970-12-03 00:00:00, 21.1, 32.8, 26.78, 0.0
1970-12-04 00:00:00, 22.2, 32.5, 27.14, 0.0
1970-12-05 00:00:00, 22.7, 34.4, 28.14, 0.0
1970-12-06 00:00:00, 25.0, 34.1, 28.52, 0.0
1970-12-07 00:00:00, 24.0, 33.5, 27.78, 0.0
1970-12-08 00:00:00, 23.9, 35.0, 28.38, 0.0
1970-12-09 00:00:00, 23.4, 34.6, 28.16, 0.0
1970-12-10 00:00:00, 22.0, 32.8, 27.36, 0.0
1970-12-11 00:00:00, 22.9, 34.0, 28.06, 0.0
1970-12-12 00:00:00, 23.2, 34.0, 28.12, 0.0
1970-12-13 00:00:00, 22.8, 34.8, 28.2, 0.0
1970-12-14 00:00:00, 23.3, 35.1, 28.3, 0.0
1970-12-15 00:00:00, 22.8, 33.4, 27.62, 0.0
1970-12-16 00:00:00, 23.5, 34.4, 28.0, 0.0
1970-12-17 00:00:00, 24.8, 33.9, 28.58, 0.0
1970-12-18 00:00:00, 24.0, 31.6, 27.1, 0.0
1970-12-19 00:00:00, 23.3, 33.8, 27.42, 0.0
1970-12-20 00:00:00, 22.4, 35.0, 27.98, 0.0
1970-12-21 00:00:00, 23.5, 34.6, 28.14, 0.0
1970-12-22 00:00:00, 24.0, 35.4, 28.96, 0.0
1970-12-23 00:00:00, 24.4, 34.4, 28.52, 0.0
